model_id,model_name,split,k,evaluated_users,precision_at_k,recall_at_k,ndcg_at_k,hit_rate_at_k,catalog_coverage_at_k,recommend_seconds_total,recommend_seconds_per_user,errors
A0_full,Bayesian popularity baseline full,filtered_temporal_full,5,10069,0.0012513655775151457,0.006256827887575728,0.0034338350724763007,0.006256827887575728,0.0003105911585050212,26.579341193999426,0.0026397200510477133,0
A0_full,Bayesian popularity baseline full,filtered_temporal_full,10,10069,0.0010030787565796007,0.010030787565796008,0.004617756398829589,0.010030787565796008,0.0006211823170100424,26.579341193999426,0.0026397200510477133,0
A3_full,User-profile TF-IDF content full,filtered_temporal_full,5,10069,0.0002979441851226537,0.0014897209256132685,0.0009480217054460465,0.0014897209256132685,0.32285950926596957,720.6128007620009,0.07156746457066251,0
A3_full,User-profile TF-IDF content full,filtered_temporal_full,10,10069,0.0002681497666103883,0.002681497666103883,0.0013214342705866503,0.002681497666103883,0.45739724609172794,720.6128007620009,0.07156746457066251,0
A4_full,Content plus popularity reranker full,filtered_temporal_full,5,10069,0.0002979441851226537,0.0014897209256132685,0.0009523740493569462,0.0014897209256132685,0.3199865410497981,751.1762710659987,0.07460286732207753,0
A4_full,Content plus popularity reranker full,filtered_temporal_full,10,10069,0.0002681497666103883,0.002681497666103883,0.0013440074909058831,0.002681497666103883,0.45299720467957344,751.1762710659987,0.07460286732207753,0
A5_full,SVD semantic content full,filtered_temporal_full,5,10069,0.000238355348098123,0.0011917767404906149,0.0006711958837923896,0.0011917767404906149,0.4393829588984367,156.36667606099945,0.015529513959777481,0
A5_full,SVD semantic content full,filtered_temporal_full,10,10069,0.00020856092958585759,0.002085609295858576,0.0009561131818786609,0.002085609295858576,0.5950667770990786,156.36667606099945,0.015529513959777481,0
