phase,model_id,runtime_seconds,evaluated_users,seconds_per_user
B0,B0_m100,0.04965496063232422,9547,5.2011061728631215e-06
B1,B1_k50,5.862461566925049,9547,0.0006140632205850056
B2,B2_k100,28.63741445541382,9547,0.002999624432325738
B3,B3_k10,14.520169734954834,9547,0.0015209143956169304
B4,B4_svd64,8.557781457901001,9547,0.0008963843571698964
